ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
4,0.000,0.000,0.008,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1176(insert)
2,0.000,0.000,0.006,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1311(<listcomp>)
3,0.000,0.000,0.008,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1260(reindex_indexer)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1327(_slice_take_blocks_ax0)
2,0.000,0.000,0.009,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1454(take)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:63(BlockManager)
5071,0.023,0.000,0.028,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1545(__init__)
23,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1566(from_blocks)
5012,0.043,0.000,0.855,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1577(from_array)
10088,0.014,0.000,0.014,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1588(_block)
32,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1615(dtype)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1622(external_values)
10010,0.033,0.000,0.055,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1626(internal_values)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1634(is_consolidated)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1536(SingleBlockManager)
27,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1695(<genexpr>)
9,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1699(<listcomp>)
9,0.000,0.000,0.024,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1690(create_block_manager_from_arrays)
9,0.001,0.000,0.022,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1733(_form_blocks)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1829(_simple_blockify)
18,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1847(<lambda>)
6,0.000,0.000,0.016,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1844(_multi_blockify)
40,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1863(_asarray_compat)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1869(_shape_compat)
10,0.014,0.001,0.015,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1860(_stack_arrays)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1951(_fast_count_smallints)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1958(_preprocess_slice_or_indexer)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/ops.py:1(<module>)
11,0.000,0.000,0.000,0.000,{method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
25,0.000,0.000,0.000,0.000,{pandas._libs.internals.get_blkno_placements}
7,0.000,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:5889(copy)
26/4,0.001,0.000,0.037,0.009,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:6255(fillna)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:10616(block_accum_func)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:10603(_accum_func)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:10638(cumsum)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:11019(cumsum)
2,0.000,0.000,0.002,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:10851(_add_numeric_operations)
1,0.001,0.001,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:146(NDFrame)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:11412(<genexpr>)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:11409(_doc_parms)
1,0.000,0.000,0.136,0.136,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/__init__.py:299(loads)
1,0.000,0.000,0.010,0.010,/home/danlessa/.miniconda3/lib/python3.9/json/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:20(JSONDecodeError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:284(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:332(decode)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:343(raw_decode)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:254(JSONDecoder)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/json/decoder.py:1(<module>)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/json/scanner.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/encoder.py:104(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/json/encoder.py:73(JSONEncoder)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/json/encoder.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:47(_IndexSlice)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:94(IndexingError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:103(iloc)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:240(loc)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:98(IndexingMixin)
2,0.000,0.000,0.006,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:882(__getitem__)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:909(_getbool_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:598(_LocationIndexer)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:1092(_getitem_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:917(_LocIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:1479(_getitem_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:1505(_get_slice_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:1329(_iLocIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2085(_ScalarAccessIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2121(_AtIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2170(_iAtIndexer)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2204(convert_to_index_sliceable)
2,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2238(check_bool_indexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:2350(need_slice)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/indexing.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:114(_simple_new)
1,0.000,0.000,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/__init__.py:1(<module>)
5120,0.066,0.000,0.130,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:127(__init__)
5066,0.003,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:147(_maybe_coerce_values)
5120,0.012,0.000,0.012,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:161(_check_ndim)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:222(external_values)
10010,0.009,0.000,0.009,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:233(internal_values)
44,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:239(array_values)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:245(get_values)
5,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:261(fill_value)
5239,0.005,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:265(mgr_locs)
5120,0.029,0.000,0.033,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:269(mgr_locs)
23,0.000,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:276(make_block)
71,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:288(make_block_same_class)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:319(_slice)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:324(getitem_block)
21,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:343(shape)
76,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:347(dtype)
36,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:351(iget)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:354(set_inplace)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:372(apply)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:403(_split_op_result)
22,0.000,0.000,0.015,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:420(fillna)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:719(should_store)
19,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:752(copy)
22,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1042(_putmask_simple)
5,0.000,0.000,0.007,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1378(take_nd)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:89(Block)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1664(ExtensionBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2048(ObjectValuesExtensionBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2070(NumericBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2076(FloatBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2127(ComplexBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2140(IntBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2158(DatetimeLikeBlockMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2232(DatetimeBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2319(DatetimeTZBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2451(TimeDeltaBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2498(BoolBlock)
54,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2515(_maybe_coerce_values)
22,0.000,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2571(f)
22,0.000,0.000,0.008,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2558(convert)
22,0.000,0.000,0.008,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2600(<listcomp>)
22,0.000,0.000,0.009,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2594(_maybe_downcast)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2602(_can_hold_element)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2510(ObjectBlock)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2638(CategoricalBlock)
5089,0.077,0.000,0.568,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2672(get_block_type)
5049,0.052,0.000,0.772,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2721(make_block)
64,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2748(extend_blocks)
22,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2777(safe_reshape)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2881(_extract_bool_array)
1,0.000,0.000,0.008,0.008,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1(<module>)
4,0.000,0.000,0.010,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3147(__setitem__)
4,0.000,0.000,0.009,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3231(_set_item)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3284(_ensure_valid_index)
36,0.000,0.000,0.004,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3306(_box_col_values)
3,0.000,0.000,0.032,0.011,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3765(assign)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3853(reindexer)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:3833(_sanitize_column)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:4011(_reindex_axes)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:4048(_reindex_columns)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:4157(reindex)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:4178(drop)
4,0.000,0.000,0.037,0.009,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:4452(fillna)
1,0.000,0.000,0.045,0.045,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:5186(drop_duplicates)
2,0.000,0.000,0.027,0.014,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:5381(f)
3,0.000,0.000,0.002,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:5407(<genexpr>)
1,0.000,0.000,0.039,0.039,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:5283(duplicated)
3,0.000,0.000,0.026,0.009,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:7990(join)
3,0.000,0.000,0.026,0.009,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:8114(_join_compat)
1,0.001,0.001,0.014,0.014,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:394(DataFrame)
1,0.000,0.000,0.214,0.214,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/frame.py:1(<module>)
5098,0.072,0.000,0.097,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:188(__init__)
58,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:227(attrs)
119,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:248(flags)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:420(<dictcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:417(_construct_axes_dict)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:453(<dictcomp>)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:424(_construct_axes_from_arguments)
58,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:456(_get_axis_number)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:464(_get_axis_name)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:470(_get_axis)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:476(_get_block_manager_axis)
10073,0.019,0.000,0.036,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/generic.py:545(_info_axis)
