ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:74(ProxyConnectionError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:78(SOCKS5AuthError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:82(SOCKS5Error)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:86(SOCKS4Error)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:90(HTTPError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:214(_BaseSocket)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:241(socksocket)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/socks.py:1(<module>)
119976,0.117,0.000,0.156,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:61(<genexpr>)
29994,0.183,0.000,0.450,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:56(_normalize_coordinates)
59988/29994,0.312,0.000,1.031,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:154(__new__)
29994,0.150,0.000,0.775,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:461(from_sequence)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:84(Point)
1,0.000,0.000,0.013,0.013,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/point.py:1(<module>)
59988,0.079,0.000,0.105,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/units.py:27(radians)
29994,0.038,0.000,0.038,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/units.py:62(kilometers)
14997,0.034,0.000,0.049,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/units.py:77(meters)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/units.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/format.py:113(<dictcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/format.py:118(<dictcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/format.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/geocoders/arcgis.py:20(ArcGIS)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/geocoders/arcgis.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/location.py:10(Location)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/geopy/location.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:60(RequestEncodingMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:174(RequestHooksMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:198(Request)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:272(PreparedRequest)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:589(Response)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/models.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:146(Codec)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:218(IncrementalEncoder)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:253(IncrementalDecoder)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:292(StreamWriter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:295(StreamReader)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/encodings/idna.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/stringprep.py:2(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/hooks.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/auth.py:72(AuthBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/auth.py:79(HTTPBasicAuth)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/auth.py:100(HTTPProxyAuth)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/auth.py:108(HTTPDigestAuth)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/auth.py:3(<module>)
189,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/status_codes.py:115(<genexpr>)
68,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/status_codes.py:114(doc)
69,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/status_codes.py:120(<genexpr>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/status_codes.py:107(_init)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/status_codes.py:3(<module>)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/api.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/sessions.py:96(SessionRedirectMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/sessions.py:337(Session)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/sessions.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/adapters.py:55(BaseAdapter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/adapters.py:84(HTTPAdapter)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/adapters.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/contrib/socks.py:75(SOCKSConnection)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/contrib/socks.py:147(SOCKSHTTPSConnection)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/urllib3/contrib/socks.py:151(SOCKSHTTPConnectionPool)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:145(CookieError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:165(<dictcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:254(Morsel)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:460(BaseCookie)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:600(SimpleCookie)
1,0.000,0.000,0.007,0.007,/home/danlessa/.miniconda3/lib/python3.9/http/cookies.py:39(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/cookies.py:25(MockRequest)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/cookies.py:97(MockResponse)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/cookies.py:165(CookieConflictError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/cookies.py:171(RequestsCookieJar)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/cookies.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/structures.py:15(CaseInsensitiveDict)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/structures.py:92(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/structures.py:89(LookupDict)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/structures.py:3(<module>)
1,0.003,0.003,0.010,0.010,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/packages.py:1(<module>)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/package_data.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/core.py:16(IDNAError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/core.py:21(IDNABidiError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/core.py:26(InvalidCodepoint)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/core.py:31(InvalidCodepointContext)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/core.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/idnadata.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/idna/intranges.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:529(_get_result_dim)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:537(<listcomp>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:535(_get_new_axes)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:542(_get_comb_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:585(<listcomp>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:552(_get_concat_axis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:602(_maybe_check_integrity)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:301(_Concatenator)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:609(_concat_indexes)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/common.py:42(IOArgs)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/common.py:60(IOHandles)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/common.py:696(_BytesZipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/common.py:749(_MMapWrapper)
1,0.000,0.000,0.015,0.015,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/common.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/gzip.py:74(_PaddedFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/gzip.py:116(BadGzipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/gzip.py:120(GzipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/gzip.py:401(_GzipReader)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/gzip.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:42(BadZipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:46(LargeZipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:317(ZipInfo)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:591(LZMACompressor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:614(LZMADecompressor)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:715(_SharedFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:753(_Tellable)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:773(ZipExtFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:1102(_ZipWriteFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:1180(ZipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:1932(PyZipFile)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:2159(CompleteDirs)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:2209(FastLookup)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:2227(Path)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/zipfile.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/groupby/base.py:18(ShallowMixin)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/groupby/base.py:34(GotItemMixin)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/groupby/base.py:1(<module>)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/expanding.py:15(Expanding)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/expanding.py:279(ExpandingGroupby)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/expanding.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:177(CategoricalFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:241(SeriesFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:401(TextAdjustment)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:415(EastAsianTextAdjustment)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:462(DataFrameFormatter)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:912(DataFrameRenderer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1221(GenericArrayFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1323(FloatArrayFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1497(IntArrayFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1508(Datetime64Formatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1536(ExtensionArrayFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1704(Datetime64TZFormatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1717(Timedelta64Formatter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1890(EngFormatter)
1,0.000,0.000,0.029,0.029,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/io/formats/format.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/__init__.py:1(<module>)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:82(concat)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:390(<listcomp>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:306(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/reshape/concat.py:469(get_result)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/shared_docs.py:1(<module>)
1,0.000,0.000,0.046,0.046,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/__init__.py:1(<module>)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/ewm.py:88(ExponentialMovingWindow)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/ewm.py:503(ExponentialMovingWindowGroupby)
1,0.000,0.000,0.037,0.037,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/ewm.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/_libs/window/__init__.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/util/numba_.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/common.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:39(BaseIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:69(FixedWindowIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:99(VariableWindowIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:116(VariableOffsetWindowIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:198(ExpandingIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:216(FixedForwardWindowIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:266(GroupbyIndexer)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:349(ExponentialMovingWindowIndexer)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/indexers.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/numba_.py:1(<module>)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:76(BaseWindow)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:723(dispatch)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:739(BaseWindowGroupby)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:849(Window)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:1181(RollingAndExpandingMixin)
1,0.000,0.000,0.004,0.004,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:1862(Rolling)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:2145(RollingGroupby)
1,0.000,0.000,0.014,0.014,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/window/rolling.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/array_algos/replace.py:1(<module>)
4,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:52(<listcomp>)
4,0.000,0.000,0.003,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:35(concatenate_block_managers)
8,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:92(_get_mgr_concatenation_plan)
11,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:179(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:178(JoinUnit)
15,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:536(_combine_concat_plans)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/concat.py:1(<module>)
24,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
24,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:126(__init__)
10,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:150(from_blocks)
65,0.000,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:157(blknos)
65,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:173(blklocs)
216,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:208(<genexpr>)
72,0.001,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:206(shape)
90,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:210(ndim)
12,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:227(is_single_block)
13,0.001,0.000,0.003,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:232(_rebuild_blknos_and_blklocs)
50,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:253(items)
29,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:303(__len__)
34,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:320(<genexpr>)
13,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:318(_verify_integrity)
30,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:405(<dictcomp>)
30,0.001,0.000,0.018,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:376(apply)
22,0.000,0.000,0.016,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:620(fillna)
26,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:681(is_consolidated)
15,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:690(<listcomp>)
15,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:689(_consolidate_check)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:782(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:776(get_slice)
14,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:814(copy_func)
7,0.000,0.000,0.001,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:817(<listcomp>)
7,0.000,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:796(copy)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:825(as_array)
34,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:975(consolidate)
14,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:991(_consolidate_inplace)
36,0.001,0.000,0.004,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:998(iget)
22,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1080(value_getitem)
22,0.002,0.000,0.005,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/pandas/core/internals/managers.py:1057(iset)
